#name	chrom	strand	exonStarts	exonEnds	score
NM_143417.3	chr3R	+	29138661,29142209,29143128,29143908,29144631,29144903,29145272,	29138763,29143065,29143845,29144572,29144837,29145212,29145787,	0
NM_170398.2	chr3R	+	29138896,29142209,29143128,29143908,29144631,29144903,29145272,	29139195,29143065,29143845,29144572,29144837,29145212,29145787,	0
NM_001276126.1	chr3R	+	29139313,29142209,29143128,29143908,29144631,29144903,29145272,	29139494,29143065,29143845,29144572,29144837,29145212,29145787,	0
NM_143418.2	chr3R	-	29145677,	29146893,	0
NM_001276127.1	chr3R	-	29147015,29147950,	29147880,29148103,	0
NM_143419.2	chr3R	-	29147015,29147950,	29147880,29148172,	0
NM_079822.3	chr3R	+	29148247,29149008,29149568,	29148552,29149506,29149901,	0
NM_001038986.3	chr3R	+	29148341,29149008,29149568,	29148552,29149506,29149901,	0
NM_001038987.2	chr3R	+	29148361,29149008,29149568,	29148552,29149506,29149901,	0
NM_058133.5	chr3R	-	29149895,29151289,	29151231,29151794,	0
NM_058132.3	chr3R	-	29152073,29152983,	29152922,29153266,	0
NM_001276128.1	chr3R	+	29153523,29153695,29154735,29156301,	29153608,29154673,29156043,29157255,	0
NM_143420.3	chr3R	+	29153523,29153695,29154735,29156301,	29153608,29154673,29156043,29157255,	0
NM_001276129.1	chr3R	+	29153523,29154735,29156301,	29154673,29156043,29157255,	0
NM_170399.2	chr3R	+	29158121,29158498,29160176,29160470,29162516,29163212,29164224,	29158347,29158690,29160407,29162456,29163070,29164161,29164966,	0
NM_143421.3	chr3R	+	29158121,29160176,29160470,29162516,29163212,29164224,	29158690,29160407,29162456,29163070,29164161,29164966,	0
NM_143422.3	chr3R	+	29165642,29166220,29166517,29168852,29169373,29170824,	29165866,29166451,29168428,29169319,29170328,29171508,	0
NM_001276131.1	chr3R	-	29171190,29174933,29176554,29177388,29177599,29178666,29181158,29194887,	29173994,29175428,29176742,29177503,29177740,29178819,29181872,29194993,	0
NM_001276130.1	chr3R	-	29171190,29176545,29177388,29177599,29178666,29181158,29194887,	29173994,29176742,29177503,29177740,29178819,29181872,29194994,	0
NM_001104492.2	chr3R	-	29173283,29176554,29177388,29177599,29178666,29181158,29194887,	29173994,29176742,29177503,29177740,29178819,29181872,29194994,	0
NM_001104493.2	chr3R	-	29173543,29174933,29176545,29177388,29177599,29178666,29181158,29194887,	29173994,29175428,29176742,29177503,29177740,29178819,29181872,29194993,	0
NM_143424.3	chr3R	+	29197555,29199084,	29198067,29199211,	0
NM_143789.3	chr3R	+	29200453,29200650,29201383,	29200565,29201327,29201770,	0
NM_143425.2	chr3R	-	29201755,29201969,29202381,	29201908,29202314,29202525,	0
NM_143426.3	chr3R	-	29202659,29204026,	29203845,29204133,	0
NR_037769.1	chr3R	+	29214561,29215014,29218464,	29214959,29215181,29219667,	0
NR_037770.1	chr3R	+	29214561,29215014,29218464,	29214959,29217852,29219667,	0
NR_037768.1	chr3R	+	29214561,	29219667,	0
NR_048508.1	chr3R	+	29215584,	29215684,	0
NR_048510.1	chr3R	+	29217183,	29217280,	0
NM_170401.3	chr3R	+	29220171,29220269,29220429,29220642,	29220200,29220308,29220579,29222109,	0
NM_001202379.2	chr3R	+	29220171,29220269,29220429,29220642,	29220204,29220308,29220579,29222109,	0
NM_143743.3	chr3R	+	29220263,29220429,29220642,	29220308,29220579,29222109,	0
NM_143427.4	chr3R	-	29222216,29222545,29223242,	29222481,29222769,29223428,	0
NM_143428.4	chr3R	+	29223484,	29226276,	0
NM_001104494.2	chr3R	-	29226203,29227225,	29226936,29227725,	0
NM_170403.3	chr3R	+	29229160,29229508,29230324,29231080,29232164,29232862,	29229348,29229577,29230810,29232098,29232807,29235162,	0
NM_143430.4	chr3R	+	29229160,29230324,29231080,29232164,29232862,	29229577,29230810,29232098,29232807,29235162,	0
NM_001276132.1	chr3R	+	29229160,29229508,29230324,29231080,29232164,29232862,	29229348,29229577,29230810,29232098,29232807,29235302,	0
NM_001363926.2	chr3R	-	29235321,29235658,29236229,29237446,29237664,29238595,	29235592,29236179,29237383,29237602,29238160,29238723,	0
NM_143432.3	chr3R	-	29240579,29241054,29241633,29242236,29243157,29243372,29244448,	29240999,29241575,29242183,29243094,29243313,29243850,29244498,	0
NM_001276135.1	chr3R	-	29240579,29241054,29241633,29242236,29243157,29243372,29244639,	29240999,29241575,29242183,29243094,29243313,29243850,29244827,	0
NM_170406.2	chr3R	-	29244960,29245382,29246174,29246783,29247702,29247921,29248682,	29245318,29245903,29246724,29247641,29247858,29248414,29248904,	0
NM_001300651.1	chr3R	-	29244960,29245382,29246174,29246783,29247702,29247921,29248859,	29245318,29245903,29246724,29247641,29247858,29248414,29248904,	0
NM_001276136.1	chr3R	-	29244960,29245382,29246174,29246783,29247702,29247921,29250189,	29245318,29245903,29246724,29247641,29247858,29248414,29250451,	0
NM_170405.2	chr3R	-	29244960,29245382,29246174,29246783,29247702,29247921,29249209,29250361,	29245318,29245903,29246724,29247641,29247858,29248414,29249504,29250451,	0
NM_144361.2	chr3R	-	29244960,29245382,29246174,29246783,29247702,29247921,29250361,	29245318,29245903,29246724,29247641,29247858,29248414,29250451,	0
NM_079823.4	chr3R	-	29251825,29254872,	29253961,29255325,	0
NM_001276137.1	chr3R	-	29252142,29254872,	29253961,29255800,	0
NM_001300653.1	chr3R	+	29256484,29257081,	29256937,29257425,	0
NM_001300652.1	chr3R	+	29256484,29257060,	29256937,29257425,	0
NR_125290.1	chr3R	-	29276375,	29277108,	0
NM_001276138.1	chr3R	-	29293742,29295160,29297054,	29295085,29296993,29297180,	0
NM_143433.3	chr3R	-	29295742,29297054,	29296972,29297180,	0
NM_001043301.2	chr3R	-	29315253,29315944,29316503,29316719,29316922,29317835,29318068,29318273,29319230,	29315879,29316169,29316629,29316860,29317511,29317969,29318140,29318612,29319598,	0
NM_057809.5	chr3R	-	29315253,29315944,29316236,29316719,29316922,29317835,29318068,29318273,29319230,	29315879,29316169,29316365,29316860,29317511,29317969,29318140,29318612,29319598,	0
NM_170407.3	chr3R	-	29315253,29315944,29316236,29316719,29316922,29317835,29318068,29318273,29319230,29319587,	29315879,29316169,29316365,29316860,29317511,29317969,29318140,29318612,29319533,29319644,	0
NM_001043302.2	chr3R	-	29315784,29315944,29316236,29316719,29316922,29317835,29318068,29318273,29319230,	29315879,29316169,29316365,29316860,29317511,29317969,29318140,29318612,29319598,	0
NR_125291.1	chr3R	-	29356147,	29356771,	0
NM_001300654.1	chr3R	+	29369337,	29369777,	0
NM_143434.5	chr3R	+	29377645,29382955,29416955,29419307,29419854,29424431,29426902,29431125,29471650,29473159,29474731,29476263,29481466,29481867,29482273,29482516,29483129,29483468,29483956,	29378024,29383391,29417125,29419434,29419978,29424613,29427090,29431240,29471854,29473440,29474848,29476403,29481756,29482208,29482440,29483072,29483398,29483743,29486704,	0
NM_170409.3	chr3R	+	29457569,29461812,29471650,29473159,29474731,29476263,29481466,29481867,29482273,29482516,29483129,29483468,29483956,	29457641,29462575,29471854,29473440,29474848,29476403,29481756,29482208,29482440,29483072,29483398,29483743,29486704,	0
NM_206579.3	chr3R	+	29457569,29461812,29471650,29473159,29474731,29476263,29481466,29481867,29482273,29482516,29483129,29483468,29483956,	29457641,29462575,29471899,29473440,29474848,29476403,29481756,29482208,29482440,29483072,29483398,29483743,29486704,	0
NR_074064.1	chr3R	-	29458778,	29459278,	0
NM_057468.3	chr3R	+	29461871,29471650,29473159,29474731,29476263,29481466,29481867,29482273,29482516,29483129,29483468,	29462575,29471854,29473440,29474848,29476403,29481756,29482208,29482440,29483072,29483398,29484739,	0
NM_001202380.2	chr3R	+	29479315,29481469,29481867,29482273,29482516,29483129,29483468,	29479825,29481756,29482208,29482440,29483072,29483398,29487131,	0
NM_001276139.1	chr3R	-	29484782,29487139,29487304,29488306,	29486239,29487251,29488255,29489265,	0
NM_143435.4	chr3R	-	29487013,29487304,29488306,	29487251,29488255,29489265,	0
NM_001202381.2	chr3R	+	29489467,	29490606,	0
NM_143436.3	chr3R	+	29489467,	29491383,	0
NM_176583.3	chr3R	-	29490543,29490809,29491014,	29490753,29490956,29491150,	0
NM_170411.2	chr3R	-	29491523,29492170,29492395,29493249,	29492109,29492238,29492751,29493518,	0
NM_143437.3	chr3R	-	29491523,29492170,29492395,29493445,	29492109,29492238,29492751,29493518,	0
NM_143438.3	chr3R	+	29493851,	29494267,	0
NM_001276140.1	chr3R	+	29494781,29495008,29495567,29496999,29497386,29498063,29498299,29498562,	29494885,29495125,29495801,29497324,29498005,29498231,29498503,29498923,	0
NM_143439.3	chr3R	+	29494781,29495567,29496999,29497386,29498063,29498299,29498562,	29495125,29495801,29497324,29498005,29498231,29498503,29498923,	0
NM_170412.2	chr3R	+	29496540,29496999,29497386,29498063,29498299,29498562,	29496773,29497324,29498005,29498231,29498503,29498923,	0
NM_206580.2	chr3R	-	29499024,29500057,29500316,29500718,29500950,29501702,29502728,	29499992,29500258,29500513,29500893,29501488,29502273,29503549,	0
NM_170414.2	chr3R	-	29499024,29500057,29500316,29500718,29500950,29501702,29502728,	29499992,29500258,29500498,29500893,29501488,29502273,29503549,	0
NM_001276141.1	chr3R	-	29499024,29500057,29500316,29500718,29500950,29501702,29502728,	29499992,29500258,29500498,29500893,29501488,29502273,29503797,	0
NM_170413.3	chr3R	-	29499121,29499371,29500057,29500316,29500718,29500950,29501702,29502728,	29499315,29499992,29500258,29500498,29500893,29501488,29502273,29503549,	0
NM_001300655.1	chr3R	+	29515716,29515843,	29515785,29516527,	0
NM_143441.2	chr3R	+	29515812,	29516527,	0
NR_048512.1	chr3R	+	29534635,29534824,	29534749,29535354,	0
NM_057976.3	chr3R	+	29556385,29564152,	29557845,29565244,	0
NM_143442.3	chr3R	-	29587236,29587664,	29587566,29588104,	0
NM_001300656.1	chr3R	-	29588992,	29589762,	0
NM_143443.3	chr3R	-	29589035,	29589762,	0
NM_170415.4	chr3R	-	29590069,29590507,	29590370,29590906,	0
NM_001260427.2	chr3R	+	29591830,29593271,29594226,29596487,29597240,29597418,29597775,29598163,	29592167,29594163,29594344,29596571,29597346,29597473,29597908,29598942,	0
NM_170416.3	chr3R	+	29591830,29593271,29594226,29597240,29597418,29598163,	29592167,29594163,29594344,29597346,29597473,29599231,	0
NM_170419.3	chr3R	+	29591830,29593271,29594226,29597240,29597418,29597775,29598163,	29592167,29594163,29594344,29597346,29597473,29597908,29599234,	0
NM_143444.4	chr3R	+	29591830,29593271,29594226,29597240,29597418,29604509,29617054,	29592167,29594163,29594344,29597346,29597473,29604581,29617157,	0
NM_170418.3	chr3R	+	29593093,29594226,29597240,29597418,29598163,	29594163,29594344,29597346,29597473,29599231,	0
NM_170417.3	chr3R	+	29593102,29593271,29594226,29597240,29597418,29598163,	29593204,29594163,29594344,29597346,29597473,29599231,	0
NM_001276142.1	chr3R	-	29598669,29599853,29600687,29600822,	29599801,29600636,29600763,29600862,	0
NM_001104502.3	chr3R	-	29599296,29599853,29600687,29600822,	29599801,29600636,29600763,29600862,	0
NM_001260428.1	chr3R	+	29608476,	29608854,	0
NM_143446.3	chr3R	+	29619064,29619721,	29619650,29620758,	0
NM_079824.4	chr3R	-	29630303,29638931,29640228,29640625,29658873,29659791,	29632860,29639105,29640310,29642263,29659393,29659984,	0
NM_001276143.1	chr3R	-	29630303,29640228,29640625,29658873,29659791,	29632860,29640310,29642263,29659393,29659984,	0
NM_170420.2	chr3R	-	29630303,29640228,29640625,29658873,29659791,	29632860,29640310,29642263,29659393,29659984,	0
NM_143447.2	chr3R	+	29664778,29665041,29665659,29666118,29666229,29666429,29666598,	29664987,29665591,29666065,29666172,29666365,29666542,29666783,	0
NM_001276144.1	chr3R	+	29664778,29665056,29665659,29666118,29666229,29666429,29666598,	29664996,29665591,29666065,29666172,29666365,29666542,29666783,	0
NM_143448.2	chr3R	-	29666813,29667134,29667303,29667506,29667639,29667971,	29667085,29667241,29667448,29667554,29667925,29668877,	0
NM_001276146.1	chr3R	-	29666813,29667134,29667303,29667506,29667639,29667971,29668710,	29667085,29667241,29667448,29667554,29667925,29668644,29668877,	0
NM_001276145.1	chr3R	-	29666813,29667134,29667303,29667506,29667639,29667989,29668710,	29667085,29667241,29667448,29667554,29667940,29668644,29668877,	0
NM_143449.2	chr3R	+	29669148,29669377,29670006,29670209,29670470,29670765,	29669273,29669942,29670156,29670408,29670707,29671250,	0
NM_001276147.1	chr3R	+	29669148,29669377,29670006,29670209,29670470,29670765,29671349,	29669273,29669942,29670156,29670408,29670707,29671248,29671478,	0
NM_001300657.1	chr3R	+	29671656,29671822,	29671754,29672285,	0
NM_143450.3	chr3R	+	29671656,29671822,	29671754,29672334,	0
NM_143451.2	chr3R	+	29672455,29673339,29673553,29673732,29673979,	29673274,29673492,29673683,29673922,29674223,	0
NM_001300658.1	chr3R	-	29674006,29675116,	29675063,29675421,	0
NM_058033.4	chr3R	-	29674132,29675116,	29675063,29675421,	0
NM_143452.3	chr3R	+	29675650,29675933,29676465,29677421,29677618,29677760,	29675856,29676405,29677361,29677563,29677706,29680257,	0
NM_143453.2	chr3R	-	29680240,29681126,29681845,	29681064,29681296,29682041,	0
NM_001260429.1	chr3R	-	29680240,29680873,29681126,29682236,	29680816,29681064,29681296,29682278,	0
NM_057740.4	chr3R	+	29682502,29683365,29683697,29683998,29685409,	29682645,29683637,29683938,29685347,29685758,	0
NM_143454.3	chr3R	-	29685735,29686681,	29686212,29686784,	0
NM_001276148.1	chr3R	-	29685735,29689222,	29686212,29689311,	0
NM_079825.2	chr3R	+	29692590,29693037,29693425,29695552,	29692953,29693139,29693837,29697025,	0
NR_125292.1	chr3R	-	29713277,	29713678,	0
NM_143455.2	chr3R	+	29714504,	29715004,	0
NM_001260430.1	chr3R	-	29715067,	29715377,	0
NM_206582.2	chr3R	-	29715067,29715243,	29715190,29715377,	0
NM_143456.3	chr3R	-	29716253,	29716827,	0
NM_001276149.1	chr3R	-	29716253,29716876,	29716819,29716896,	0
NM_143457.2	chr3R	+	29718662,29721156,29721642,	29719111,29721432,29722388,	0
NR_133479.1	chr3R	+	29719712,	29721191,	0
NM_001104503.3	chr3R	+	29722537,29722663,	29722607,29723013,	0
NM_058012.4	chr3R	+	29723162,29723437,29723846,	29723356,29723588,29724226,	0
NM_143458.3	chr3R	-	29724158,29724495,	29724439,29724950,	0
NM_144459.3	chr3R	+	29725026,29725237,	29725173,29725690,	0
NM_001300659.1	chr3R	+	29725026,29725222,	29725173,29725690,	0
NM_143459.3	chr3R	+	29725829,29726860,29727401,29727655,29728104,29729298,29729614,29730395,29730890,	29725931,29727130,29727585,29728049,29729122,29729552,29730333,29730561,29735360,	0
NM_001300661.1	chr3R	+	29725829,29726860,29727401,29727655,29728104,29729298,29729614,29730395,29730634,29730890,	29725931,29727130,29727585,29728049,29729122,29729552,29730333,29730561,29730707,29735360,	0
NM_001300660.1	chr3R	+	29725829,29726814,29727401,29727655,29728104,29729298,29729614,29730395,29730890,	29725931,29727130,29727585,29728049,29729122,29729552,29730333,29730561,29735360,	0
NM_143460.4	chr3R	-	29735268,29735713,29736015,29736289,29736489,	29735655,29735959,29736232,29736433,29736745,	0
NM_143461.4	chr3R	+	29736964,29737575,	29737517,29738070,	0
NM_001276150.1	chr3R	+	29738274,29739728,29740567,29740839,29741028,29741149,	29738314,29739979,29740778,29740967,29741090,29741952,	0
NM_001260431.2	chr3R	+	29739842,29740567,29740839,29741028,29741149,29741767,	29739979,29740778,29740967,29741090,29741369,29741904,	0
NM_001276152.1	chr3R	+	29739842,29740567,29740839,29741028,29741149,	29739979,29740778,29740967,29741090,29741952,	0
NM_170422.3	chr3R	+	29739842,29740567,29740839,29741028,29741149,	29739979,29740778,29740967,29741090,29741952,	0
NM_001260432.2	chr3R	+	29740350,29740567,29740839,29741028,29741149,29741697,	29740419,29740778,29740967,29741090,29741369,29741904,	0
NM_001276151.1	chr3R	+	29740350,29740567,29740839,29741028,29741149,	29740407,29740778,29740967,29741090,29741952,	0
NM_143462.4	chr3R	+	29740350,29740567,29740839,29741028,29741149,	29740419,29740778,29740967,29741090,29741952,	0
NM_170424.2	chr3R	-	29741971,29742666,29742918,29743434,29743650,29743788,29744183,29744881,	29742603,29742852,29743377,29743590,29743735,29744121,29744823,29745092,	0
NM_143463.5	chr3R	-	29741971,29742666,29742918,29743434,29743650,29743788,29744183,29744881,	29742603,29742852,29743377,29743590,29743732,29744121,29744823,29745092,	0
NR_133480.1	chr3R	-	29745208,	29746083,	0
NM_143464.4	chr3R	+	29745336,29745762,29746792,	29745683,29746737,29747513,	0
NM_170426.3	chr3R	-	29747703,	29748869,	0
NM_079826.4	chr3R	-	29747714,29748823,	29748748,29748869,	0
NM_170425.4	chr3R	-	29747714,29748823,	29748769,29749163,	0
NM_143465.2	chr3R	+	29749218,29750227,29750511,29750980,29751693,29751923,29752138,29752328,29752829,	29750168,29750451,29750917,29751623,29751858,29752069,29752267,29752731,29753328,	0
NM_001276153.1	chr3R	+	29749218,29750227,29750511,29750980,29751693,29751923,29752138,29752328,29752829,	29750168,29750451,29750917,29751623,29751858,29752069,29752267,29752731,29754528,	0
NR_125293.1	chr3R	-	29755189,29755485,29755766,29758894,	29755416,29755701,29756264,29759040,	0
NM_001032408.3	chr3R	+	29765994,29791392,29791786,	29767587,29791720,29794113,	0
NM_001032407.3	chr3R	+	29772891,29791392,29791786,	29773821,29791720,29794113,	0
NM_001300662.1	chr3R	+	29772891,29781690,29791392,29791786,	29773821,29781843,29791720,29794113,	0
NR_133481.1	chr3R	-	29774323,	29775051,	0
NM_143467.4	chr3R	-	29779272,	29780452,	0
NM_001032406.2	chr3R	+	29782608,29791392,29791786,	29783147,29791720,29794113,	0
NM_001032405.4	chr3R	+	29788935,29791392,29791786,	29790854,29791720,29794113,	0
NM_143468.2	chr3R	+	29794596,29794806,	29794751,29795805,	0
